Date,Couleur,Resultat,Methode,Mon_elo,Elo_adversaire,Type_partie,Ouverture,Annee,Mois,Jour_semaine,Heure,Diff_elo,Ouverture_principale
2025-09-25 01:04:45,Blancs,Défaite,Abandon,828,847,rapid,Alapin Sicilian Defense 2...b6 3.d4,2025,9,Thursday,1,-19,Alapin Sicilian
2025-09-25 01:06:10,Noirs,Défaite,Échec et mat,820,846,rapid,Sicilian Defense Bowdler Attack 2...e6,2025,9,Thursday,1,-26,Sicilian Defense
2025-09-25 14:54:09,Noirs,Nulle,Pat,819,796,rapid,Sicilian Defense Taimanov Variation 5.Nc3,2025,9,Thursday,14,23,Sicilian Defense
2025-09-25 14:59:32,Blancs,Victoire,Échec et mat,828,833,rapid,Slav Defense Slav Gambit Alekhine Attack,2025,9,Thursday,14,-5,Slav Defense
2025-09-25 15:08:05,Noirs,Nulle,Répétition,829,852,rapid,Queens Gambit Declined 3.e3,2025,9,Thursday,15,-23,Queens Gambit
2025-09-25 18:58:28,Blancs,Victoire,Temps écoulé,530,531,blitz,Queens Gambit Declined Modern Variation 4...c6 5.e3,2025,9,Thursday,18,-1,Queens Gambit
2025-09-25 19:03:06,Noirs,Victoire,Abandon,538,526,blitz,Sicilian Defense Nyezhmetdinov Rossolimo Attack 3...e6 4.Nc3,2025,9,Thursday,19,12,Sicilian Defense
2025-09-26 17:09:30,Blancs,Défaite,Temps écoulé,530,563,blitz,English Opening Anglo Scandinavian Defense 2.cxd5 Qxd5 3.Nc3,2025,9,Friday,17,-33,English Opening
2025-09-26 17:15:12,Blancs,Défaite,Abandon,522,553,blitz,Ruy Lopez Opening,2025,9,Friday,17,-31,Ruy Lopez
2025-09-26 17:21:14,Blancs,Victoire,Abandon,530,505,blitz,Queens Pawn Opening 1...d6 2.c4 f5 3.Nc3,2025,9,Friday,17,25,Queens Pawn
2025-09-26 17:26:45,Noirs,Victoire,Échec et mat,538,522,blitz,Mieses Opening 1...d5,2025,9,Friday,17,16,Mieses Opening
2025-09-26 19:38:51,Noirs,Victoire,Temps écoulé,546,537,blitz,Nimzowitsch Larsen Attack Modern Variation 2.Bb2 Nc6,2025,9,Friday,19,9,Nimzowitsch Larsen
2025-09-26 19:45:52,Blancs,Victoire,Abandon,554,539,blitz,Queens Gambit Declined Chigorin Defense 3.Nc3 Nf6 4.Nf3,2025,9,Friday,19,15,Queens Gambit
2025-09-26 20:17:37,Blancs,Victoire,Temps écoulé,562,536,blitz,Queens Gambit Declined 3.Nf3,2025,9,Friday,20,26,Queens Gambit
2025-09-26 20:27:04,Noirs,Victoire,Échec et mat,837,807,rapid,Alapin Sicilian Defense 2...e6,2025,9,Friday,20,30,Alapin Sicilian
2025-09-26 20:33:40,Noirs,Défaite,Échec et mat,829,827,rapid,Sicilian Defense,2025,9,Friday,20,2,Sicilian Defense
2025-09-26 20:40:29,Blancs,Victoire,Abandon,837,808,rapid,Slav Defense 3.Nc3 Nf6 4.Bg5 dxc4 5.a4,2025,9,Friday,20,29,Slav Defense
2025-09-26 23:02:42,Noirs,Défaite,Abandon,829,840,rapid,Caro Kann Defense Panov Attack 4...e6 5.Nc3 Nf6,2025,9,Friday,23,-11,Caro Kann
2025-09-26 23:13:40,Blancs,Victoire,Échec et mat,837,841,rapid,English Opening Anglo Indian Queens Knight Variation 2...e6 3.Nf3 d5 4.d4,2025,9,Friday,23,-4,English Opening
2025-09-27 14:49:31,Noirs,Victoire,Échec et mat,845,811,rapid,Sicilian Defense Smith Morra Gambit 2...cxd4 3.Qxd4 Nc6 4.Qd1,2025,9,Saturday,14,34,Sicilian Defense
2025-09-27 14:56:13,Blancs,Victoire,Échec et mat,853,824,rapid,Queens Gambit Declined Chigorin Exchange Variation,2025,9,Saturday,14,29,Queens Gambit
2025-09-27 15:08:07,Noirs,Défaite,Échec et mat,845,877,rapid,Closed Sicilian Defense Traditional Line 3.Nf3 d6 4.Bc4,2025,9,Saturday,15,-32,Closed Sicilian
2025-09-27 15:41:19,Noirs,Victoire,Abandon,853,827,rapid,Queens Pawn Opening Zukertort Variation 2...e6 3.e3 c5,2025,9,Saturday,15,26,Queens Pawn
2025-09-27 15:50:53,Blancs,Victoire,Échec et mat,861,824,rapid,Queens Gambit Declined Queens Knight Variation 3...dxc4 4.e4,2025,9,Saturday,15,37,Queens Gambit
2025-09-27 15:57:10,Blancs,Victoire,Abandon,869,844,rapid,Old Benoni Defense 2.c3,2025,9,Saturday,15,25,Old Benoni
2025-09-27 20:03:40,Noirs,Victoire,Temps écoulé,877,847,rapid,English Opening Anglo Indian Queens Knight Variation 2...c6 3.e4 e5,2025,9,Saturday,20,30,English Opening
2025-09-28 13:46:08,Blancs,Victoire,Abandon,885,885,rapid,Owens Defense 2.d4 Bb7 3.Nc3 e6 4.Nf3,2025,9,Sunday,13,0,Owens Defense
2025-09-28 13:58:48,Noirs,Défaite,Abandon,877,879,rapid,Queens Pawn Opening Krause Variation,2025,9,Sunday,13,-2,Queens Pawn
2025-09-28 14:10:29,Noirs,Victoire,Échec et mat,886,891,rapid,Sicilian Defense Bowdler Attack 2...Nc6,2025,9,Sunday,14,-5,Sicilian Defense
2025-09-29 11:31:41,Noirs,Victoire,Échec et mat,570,562,blitz,Sicilian Defense 2.Nf3 d6 3.Nc3,2025,9,Monday,11,8,Sicilian Defense
2025-09-29 12:34:04,Blancs,Défaite,Temps écoulé,561,554,blitz,Queens Pawn Opening Anglo Slav Opening 3.Nc3,2025,9,Monday,12,7,Queens Pawn
2025-09-29 12:38:59,Blancs,Défaite,Abandon,553,569,blitz,Englund Gambit,2025,9,Monday,12,-16,Englund Gambit
2025-09-29 12:42:07,Noirs,Défaite,Abandon,545,571,blitz,Sicilian Defense,2025,9,Monday,12,-26,Sicilian Defense
2025-09-29 12:46:48,Noirs,Défaite,Abandon,879,916,rapid,Sicilian Defense 2.d3 d6,2025,9,Monday,12,-37,Sicilian Defense
2025-09-29 12:48:21,Noirs,Victoire,Abandon,887,872,rapid,Sicilian Defense Bowdler Attack 2...e6,2025,9,Monday,12,15,Sicilian Defense
2025-09-29 12:52:11,Blancs,Victoire,Abandon,896,903,rapid,Caro Kann Defense 2.d4 d5 3.Nc3 dxe4,2025,9,Monday,12,-7,Caro Kann
2025-09-29 13:38:11,Noirs,Défaite,Partie abandonnée,538,577,blitz,Sicilian Defense Smith Morra Gambit 2...cxd4 3.Qxd4 Nc6,2025,9,Monday,13,-39,Sicilian Defense
2025-09-29 14:06:23,Blancs,Défaite,Abandon,531,568,blitz,Queens Gambit Declined Chigorin Defense...4.Nc3 Nf6 5.Bg5 Be7 6.e3,2025,9,Monday,14,-37,Queens Gambit
2025-09-29 14:11:07,Blancs,Défaite,Échec et mat,524,563,blitz,Englund Gambit 2.dxe5,2025,9,Monday,14,-39,Englund Gambit
2025-09-29 15:39:11,Noirs,Défaite,Abandon,896,1600,daily,Inconnue,2025,9,Monday,15,-704,Inconnue
2025-09-29 16:16:37,Noirs,Défaite,Échec et mat,888,900,rapid,Grob Opening Grob Gambit,2025,9,Monday,16,-12,Grob Opening
2025-09-29 16:32:34,Blancs,Victoire,Abandon,896,893,rapid,Italian Game,2025,9,Monday,16,3,Italian Game
2025-09-29 17:00:32,Blancs,Victoire,Échec et mat,896,1600,daily,Inconnue,2025,9,Monday,17,-704,Inconnue
2025-09-29 18:04:17,Blancs,Victoire,Échec et mat,532,500,blitz,French Defense Knight Variation,2025,9,Monday,18,32,French Defense
2025-09-29 18:05:45,Noirs,Défaite,Échec et mat,524,526,blitz,Sicilian Defense,2025,9,Monday,18,-2,Sicilian Defense
2025-09-29 18:07:08,Noirs,Défaite,Abandon,516,548,blitz,Closed Sicilian Defense Traditional Line 3.Nf3 g6 4.Bc4,2025,9,Monday,18,-32,Closed Sicilian
2025-09-29 22:07:41,Blancs,Défaite,Abandon,888,922,rapid,Italian Game Two Knights Modern Bishops Opening 4...d5 5.exd5 Nxd5,2025,9,Monday,22,-34,Italian Game
2025-09-29 22:16:30,Blancs,Défaite,Abandon,881,920,rapid,Italian Game,2025,9,Monday,22,-39,Italian Game
2025-09-29 22:19:02,Blancs,Défaite,Partie abandonnée,873,882,rapid,Kings Pawn Opening Kings Knight Variation 2...Nc6,2025,9,Monday,22,-9,Kings Pawn
2025-09-30 09:36:28,Noirs,Victoire,Abandon,524,510,blitz,Queens Pawn Opening Chigorin Variation 2...Nf6 3.Bf4 e6 4.Nb5,2025,9,Tuesday,9,14,Queens Pawn
2025-09-30 09:39:33,Noirs,Victoire,Échec et mat,532,512,blitz,Sicilian Defense Open Accelerated Dragon Modern Variation...6.Be3 Nf6 7.Nxc6 bxc6,2025,9,Tuesday,9,20,Sicilian Defense
2025-09-30 09:42:05,Blancs,Défaite,Abandon,524,527,blitz,Scandinavian Defense,2025,9,Tuesday,9,-3,Scandinavian Defense
2025-09-30 09:47:10,Noirs,Victoire,Abandon,532,497,blitz,Indian Game Knights Variation 2...e6 3.Nc3 d5,2025,9,Tuesday,9,35,Indian Game
2025-09-30 09:56:37,Noirs,Défaite,Abandon,524,557,blitz,Sicilian Defense Old Sicilian Variation 3.Bc4 e6,2025,9,Tuesday,9,-33,Sicilian Defense
2025-09-30 10:25:42,Blancs,Défaite,Partie abandonnée,516,539,blitz,Giuoco Piano Game...5.d3 d6 6.c3 O O 7.Bb3,2025,9,Tuesday,10,-23,Giuoco Piano
2025-09-30 12:13:16,Noirs,Défaite,Échec et mat,865,887,rapid,Sicilian Defense Open 3...cxd4,2025,9,Tuesday,12,-22,Sicilian Defense
2025-09-30 12:24:28,Blancs,Victoire,Partie abandonnée,873,862,rapid,Philidor Defense 3.Bc4,2025,9,Tuesday,12,11,Philidor Defense
2025-09-30 12:38:11,Blancs,Victoire,Échec et mat,881,861,rapid,Ruy Lopez Opening Berlin Defense 4.d4,2025,9,Tuesday,12,20,Ruy Lopez
2025-09-30 12:55:18,Noirs,Défaite,Abandon,873,882,rapid,Sicilian Defense Smith Morra Gambit 2...cxd4 3.Qxd4 Nc6,2025,9,Tuesday,12,-9,Sicilian Defense
2025-09-30 13:47:39,Noirs,Victoire,Échec et mat,881,857,rapid,Closed Sicilian Defense Fianchetto Variation 3...g6 4.Bg2 Bg7 5.Nge2,2025,9,Tuesday,13,24,Closed Sicilian
2025-09-30 13:59:10,Blancs,Victoire,Abandon,889,863,rapid,Van t Kruijs Opening 1...e5,2025,9,Tuesday,13,26,Van t
2025-09-30 14:22:52,Blancs,Défaite,Abandon,882,918,rapid,Ruy Lopez Opening Spanish Countergambit,2025,9,Tuesday,14,-36,Ruy Lopez
2025-09-30 14:41:35,Noirs,Défaite,Abandon,875,911,rapid,Queens Pawn Opening Accelerated London System,2025,9,Tuesday,14,-36,Queens Pawn
2025-09-30 14:48:46,Noirs,Victoire,Échec et mat,875,738,rapid,Sicilian Defense Amazon Attack,2025,9,Tuesday,14,137,Sicilian Defense
2025-09-30 22:52:11,Blancs,Victoire,Échec et mat,524,498,blitz,Kings Pawn Opening Kings Knight Variation,2025,9,Tuesday,22,26,Kings Pawn
2025-09-30 22:56:44,Blancs,Défaite,Abandon,516,520,blitz,Italian Game Two Knights Modern Bishops Opening,2025,9,Tuesday,22,-4,Italian Game
2025-09-30 23:04:08,Noirs,Défaite,Temps écoulé,508,535,blitz,Queens Gambit Declined Albin Countergambit,2025,9,Tuesday,23,-27,Queens Gambit
2025-10-01 11:27:28,Blancs,Victoire,Échec et mat,516,506,blitz,French Defense Knight Variation,2025,10,Wednesday,11,10,French Defense
2025-10-01 11:33:28,Noirs,Victoire,Partie abandonnée,524,503,blitz,Alapin Sicilian Defense 2...Nc6 3.Nf3,2025,10,Wednesday,11,21,Alapin Sicilian
2025-10-01 11:41:49,Blancs,Défaite,Échec et mat,516,555,blitz,Kings Pawn Opening Kings Knight Variation,2025,10,Wednesday,11,-39,Kings Pawn
2025-10-01 11:42:29,Blancs,Défaite,Abandon,508,507,blitz,Scandinavian Defense,2025,10,Wednesday,11,1,Scandinavian Defense
2025-10-01 11:49:18,Noirs,Victoire,Partie abandonnée,883,870,rapid,Van Geet Opening Sicilian Two Knights Variation,2025,10,Wednesday,11,13,Van Geet
2025-10-01 12:16:41,Blancs,Victoire,Échec et mat,891,867,rapid,Pirc Defense Modern Defense Geller System 2...Nf6 3.Nc3 g6,2025,10,Wednesday,12,24,Pirc Defense
2025-10-01 12:54:57,Noirs,Victoire,Abandon,899,881,rapid,Closed Sicilian Defense Traditional Line 3.Nf3 g6 4.Bc4,2025,10,Wednesday,12,18,Closed Sicilian
2025-10-01 13:54:07,Noirs,Victoire,Échec et mat,517,521,blitz,Sicilian Defense Bowdler Attack 2...e6 3.Nc3,2025,10,Wednesday,13,-4,Sicilian Defense
2025-10-01 14:04:08,Noirs,Défaite,Abandon,508,496,blitz,Closed Sicilian Defense Traditional Line 3.Nf3 g6 4.Bb5,2025,10,Wednesday,14,12,Closed Sicilian
2025-10-01 14:07:12,Blancs,Défaite,Abandon,500,539,blitz,Nimzowitsch Defense Declined...3.exd5 Qxd5 4.Nc3 Qa5,2025,10,Wednesday,14,-39,Nimzowitsch Defense
2025-10-01 16:25:33,Noirs,Défaite,Abandon,513,566,bullet,Sicilian Defense Nyezhmetdinov Rossolimo Attack 3...e6 4.Nc3,2025,10,Wednesday,16,-53,Sicilian Defense
2025-10-02 11:39:32,Blancs,Défaite,Abandon,492,524,blitz,Scandinavian Defense,2025,10,Thursday,11,-32,Scandinavian Defense
2025-10-02 11:41:34,Blancs,Victoire,Échec et mat,500,500,blitz,Center Game,2025,10,Thursday,11,0,Center Game
2025-10-02 12:09:02,Noirs,Défaite,Échec et mat,492,519,blitz,Old Benoni Defense,2025,10,Thursday,12,-27,Old Benoni
2025-10-02 12:42:12,Blancs,Défaite,Abandon,891,908,rapid,Philidor Defense 3.Nc3,2025,10,Thursday,12,-17,Philidor Defense
2025-10-02 13:41:34,Noirs,Défaite,Abandon,882,875,rapid,Sicilian Defense McDonnell Attack 2...Nc6,2025,10,Thursday,13,7,Sicilian Defense
2025-10-02 13:43:07,Blancs,Défaite,Abandon,874,903,rapid,Queens Pawn Opening English Defense 3.Nc3 Bb7,2025,10,Thursday,13,-29,Queens Pawn
2025-10-02 17:29:28,Noirs,Victoire,Échec et mat,882,873,rapid,Sicilian Defense,2025,10,Thursday,17,9,Sicilian Defense
2025-10-02 17:40:21,Blancs,Défaite,Abandon,874,902,rapid,Englund Gambit 2.dxe5,2025,10,Thursday,17,-28,Englund Gambit
2025-10-02 17:51:03,Noirs,Victoire,Échec et mat,882,878,rapid,Sicilian Defense Bowdler Attack 2...e6,2025,10,Thursday,17,4,Sicilian Defense
2025-10-02 18:04:02,Blancs,Victoire,Abandon,890,871,rapid,Kings Indian Attack...3.Bg2 e5 4.d3 Nf6 5.O O,2025,10,Thursday,18,19,Kings Indian
2025-10-03 12:04:07,Noirs,Défaite,Abandon,882,907,rapid,Colle System 3...Bg4 4.c4,2025,10,Friday,12,-25,Colle System
2025-10-03 12:10:02,Blancs,Défaite,Abandon,874,880,rapid,Queens Pawn Opening Mikenas Defense 2.Nf3,2025,10,Friday,12,-6,Queens Pawn
2025-10-03 12:11:38,Blancs,Défaite,Abandon,866,863,rapid,Giuoco Piano Game Main Line Giuoco Pianissimo Variation,2025,10,Friday,12,3,Giuoco Piano
2025-10-04 10:13:50,Noirs,Défaite,Abandon,484,520,blitz,Closed Sicilian Defense Traditional Line 3.Nf3 d6 4.Bb5,2025,10,Saturday,10,-36,Closed Sicilian
2025-10-04 10:18:48,Noirs,Victoire,Abandon,492,459,blitz,Sicilian Defense 2.Nf3 d6 3.Bc4 Nc6 4.O O,2025,10,Saturday,10,33,Sicilian Defense
2025-10-05 19:43:45,Blancs,Défaite,Abandon,484,505,blitz,Birds Opening 1...g6 2.Nf3 Bg7,2025,10,Sunday,19,-21,Birds Opening
2025-10-06 14:24:10,Noirs,Défaite,Abandon,858,872,rapid,Queens Pawn Opening Accelerated London System 2...e6 3.e3,2025,10,Monday,14,-14,Queens Pawn
2025-10-06 14:32:17,Noirs,Défaite,Abandon,850,853,rapid,Sicilian Defense 2.d3 Nc6,2025,10,Monday,14,-3,Sicilian Defense
2025-10-07 10:42:39,Blancs,Victoire,Échec et mat,492,483,blitz,Birds Opening 1...f5,2025,10,Tuesday,10,9,Birds Opening
2025-10-07 11:37:13,Noirs,Victoire,Abandon,500,490,blitz,Closed Sicilian Defense Traditional Line 3.Bb5,2025,10,Tuesday,11,10,Closed Sicilian
2025-10-07 11:43:18,Blancs,Défaite,Partie abandonnée,492,505,blitz,Birds Opening Froms Gambit,2025,10,Tuesday,11,-13,Birds Opening
2025-10-07 13:51:50,Blancs,Victoire,Partie abandonnée,500,491,blitz,Birds Opening Dutch Variation 2.Nf3,2025,10,Tuesday,13,9,Birds Opening
2025-10-07 13:59:33,Noirs,Victoire,Temps écoulé,508,477,blitz,Sicilian Defense French Variation 3.d4 cxd4,2025,10,Tuesday,13,31,Sicilian Defense
2025-10-07 15:25:23,Noirs,Défaite,Échec et mat,842,874,rapid,Sicilian Defense Bowdler Attack 2...e6,2025,10,Tuesday,15,-32,Sicilian Defense
2025-10-07 15:30:39,Blancs,Victoire,Abandon,850,825,rapid,English Opening Anglo Indian Anglo Grunfeld Defense 3.cxd5 Nxd5,2025,10,Tuesday,15,25,English Opening
2025-10-07 15:39:39,Noirs,Victoire,Abandon,858,850,rapid,Sicilian Defense Smith Morra Gambit 2...cxd4 3.Qxd4 Nc6,2025,10,Tuesday,15,8,Sicilian Defense
2025-10-08 09:26:40,Blancs,Défaite,Échec et mat,500,520,blitz,Birds Opening Froms Gambit 2.fxe5,2025,10,Wednesday,9,-20,Birds Opening
2025-10-08 09:28:12,Noirs,Défaite,Échec et mat,492,496,blitz,Sicilian Defense Smith Morra Gambit 2...cxd4 3.Qxd4 Nc6,2025,10,Wednesday,9,-4,Sicilian Defense
2025-10-08 09:33:04,Noirs,Victoire,Abandon,500,499,blitz,Queens Gambit Declined Exchange Variation 4...exd5,2025,10,Wednesday,9,1,Queens Gambit
2025-10-08 09:39:52,Blancs,Victoire,Temps écoulé,508,506,blitz,Birds Opening,2025,10,Wednesday,9,2,Birds Opening
2025-10-08 09:54:19,Noirs,Défaite,Abandon,850,860,rapid,Sicilian Defense Old Sicilian Variation 3.Bc4 e6 4.Nc3,2025,10,Wednesday,9,-10,Sicilian Defense
2025-10-08 12:52:28,Blancs,Victoire,Échec et mat,859,863,rapid,Ruy Lopez Opening Birds Defense 4.Nxd4 exd4,2025,10,Wednesday,12,-4,Ruy Lopez
2025-10-08 12:55:40,Blancs,Défaite,Abandon,851,875,rapid,Kings Pawn Opening 1...e5,2025,10,Wednesday,12,-24,Kings Pawn
2025-10-08 12:59:09,Blancs,Victoire,Abandon,858,821,rapid,Alapin Sicilian Defense 2...Nc6 3.Nf3 d6,2025,10,Wednesday,12,37,Alapin Sicilian
2025-10-08 13:05:49,Noirs,Défaite,Abandon,851,888,rapid,Van t Kruijs Opening 1...d5,2025,10,Wednesday,13,-37,Van t
2025-10-08 14:21:19,Blancs,Victoire,Abandon,859,845,rapid,Four Knights Game Spanish Variation 4...Bd6 5.O O O O 6.d3,2025,10,Wednesday,14,14,Four Knights
2025-10-08 14:36:02,Noirs,Victoire,Partie abandonnée,867,867,rapid,Queens Gambit Declined Modern Variation,2025,10,Wednesday,14,0,Queens Gambit
2025-10-08 16:39:48,Blancs,Défaite,Échec et mat,859,872,rapid,Ruy Lopez Opening,2025,10,Wednesday,16,-13,Ruy Lopez
2025-10-08 16:44:56,Noirs,Victoire,Abandon,867,871,rapid,Indian Game East Indian Defense 3.a3 c5 4.e3 d5,2025,10,Wednesday,16,-4,Indian Game
2025-10-09 10:59:02,Noirs,Défaite,Échec et mat,859,867,rapid,Sicilian Defense Open 3...cxd4 4.Nxd4 d6,2025,10,Thursday,10,-8,Sicilian Defense
2025-10-09 11:12:32,Blancs,Victoire,Abandon,867,855,rapid,Ruy Lopez Opening Berlin Defense 4.d3 Bc5 5.O O Nd4 6.Nxd4,2025,10,Thursday,11,12,Ruy Lopez
2025-10-09 22:24:28,Noirs,Défaite,Abandon,859,871,rapid,Sicilian Defense,2025,10,Thursday,22,-12,Sicilian Defense
2025-10-10 09:45:09,Noirs,Défaite,Temps écoulé,499,492,blitz,Closed Sicilian Defense Traditional Line 3.Nf3 d6 4.Bc4,2025,10,Friday,9,7,Closed Sicilian
2025-10-10 10:16:29,Blancs,Victoire,Échec et mat,867,830,rapid,Ruy Lopez Opening Morphy Defense Arkhangelsk Variation 7.Re1 Bc5,2025,10,Friday,10,37,Ruy Lopez
2025-10-10 10:27:12,Noirs,Défaite,Abandon,859,863,rapid,Sicilian Defense Bowdler Attack 2...e6,2025,10,Friday,10,-4,Sicilian Defense
2025-10-10 11:27:29,Blancs,Défaite,Partie abandonnée,851,875,rapid,Ruy Lopez Opening Classical Defense,2025,10,Friday,11,-24,Ruy Lopez
2025-10-10 15:13:54,Blancs,Victoire,Partie abandonnée,859,852,rapid,Ruy Lopez Opening Morphy Defense Tarrasch Variation,2025,10,Friday,15,7,Ruy Lopez
2025-10-10 15:17:33,Blancs,Défaite,Abandon,851,875,rapid,Sicilian Defense French Variation 3.d3 d5,2025,10,Friday,15,-24,Sicilian Defense
2025-10-11 14:20:10,Noirs,Défaite,Échec et mat,843,847,rapid,Queens Pawn Opening 1...d5 2.e3 e6 3.Bd3,2025,10,Saturday,14,-4,Queens Pawn
2025-10-11 14:25:22,Noirs,Défaite,Abandon,835,860,rapid,Sicilian Defense Open Classical Variation...7.Nf3 Be7 8.Bc4 O O,2025,10,Saturday,14,-25,Sicilian Defense
2025-10-12 00:44:31,Blancs,Victoire,Temps écoulé,507,493,blitz,Italian Game Two Knights Defense 4.O O,2025,10,Sunday,0,14,Italian Game
2025-10-12 00:47:15,Blancs,Victoire,Temps écoulé,565,508,bullet,Caro Kann Defense 2.Nf3 d5 3.exd5 cxd5,2025,10,Sunday,0,57,Caro Kann
2025-10-12 00:50:04,Noirs,Défaite,Temps écoulé,518,560,bullet,Sicilian Defense,2025,10,Sunday,0,-42,Sicilian Defense
2025-10-12 00:54:24,Noirs,Défaite,Temps écoulé,479,534,bullet,Nimzowitsch Larsen Attack Modern Variation 2.Bb2 Nc6 3.e3 d5 4.Bb5,2025,10,Sunday,0,-55,Nimzowitsch Larsen
2025-10-12 00:57:53,Blancs,Victoire,Temps écoulé,515,473,bullet,Alapin Sicilian Defense 2...e6 3.Nf3 d5 4.exd5,2025,10,Sunday,0,42,Alapin Sicilian
2025-10-14 14:38:02,Noirs,Défaite,Abandon,827,854,rapid,Sicilian Defense Bowdler Attack 2...e6 3.Nc3,2025,10,Tuesday,14,-27,Sicilian Defense
2025-10-15 11:34:54,Blancs,Victoire,Abandon,827,343,rapid,Kings Pawn Opening Kings Knight Variation,2025,10,Wednesday,11,484,Kings Pawn
2025-10-15 11:38:48,Noirs,Défaite,Partie abandonnée,507,343,blitz,Sicilian Defense,2025,10,Wednesday,11,164,Sicilian Defense
2025-10-15 11:51:18,Noirs,Victoire,Abandon,507,343,blitz,Sicilian Defense,2025,10,Wednesday,11,164,Sicilian Defense
2025-10-16 18:41:58,Blancs,Défaite,Abandon,819,849,rapid,Ruy Lopez Opening Berlin Beverwijk Variation 5.d3,2025,10,Thursday,18,-30,Ruy Lopez
2025-10-16 18:46:10,Noirs,Victoire,Échec et mat,515,508,blitz,Sicilian Defense Smith Morra Gambit 2...cxd4 3.Qxd4 Nc6,2025,10,Thursday,18,7,Sicilian Defense
2025-10-16 18:48:13,Blancs,Défaite,Abandon,507,536,blitz,Queens Gambit Declined Chigorin Defense 3.cxd5,2025,10,Thursday,18,-29,Queens Gambit
2025-10-16 18:51:04,Blancs,Victoire,Échec et mat,515,513,blitz,Benoni Defense Modern Snake Variation 6.e4,2025,10,Thursday,18,2,Benoni Defense
2025-10-16 18:57:02,Noirs,Victoire,Échec et mat,523,500,blitz,Sicilian Defense Open 3...cxd4 4.Nxd4 d6,2025,10,Thursday,18,23,Sicilian Defense
2025-10-16 19:10:57,Noirs,Défaite,Abandon,811,824,rapid,Grob Opening Grob Gambit,2025,10,Thursday,19,-13,Grob Opening
2025-10-17 12:48:50,Blancs,Victoire,Échec et mat,531,525,blitz,Queens Gambit Declined Exchange Positional Line,2025,10,Friday,12,6,Queens Gambit
2025-10-17 12:52:16,Blancs,Défaite,Abandon,522,516,blitz,Queens Gambit Accepted Central Variation Alekhine System 4.Nc3,2025,10,Friday,12,6,Queens Gambit
2025-10-17 12:57:27,Noirs,Défaite,Abandon,514,541,blitz,Van Geet Opening Reversed Nimzowitsch Napoleon Attack 3...exd4 4.Nxd4,2025,10,Friday,12,-27,Van Geet
2025-10-17 13:03:51,Blancs,Victoire,Temps écoulé,523,530,blitz,Queens Gambit Declined Exchange Variation 4...Nxd5 5.e4 Nxc3 6.bxc3,2025,10,Friday,13,-7,Queens Gambit
2025-10-17 13:27:21,Blancs,Défaite,Abandon,803,806,rapid,Englund Gambit 2.dxe5,2025,10,Friday,13,-3,Englund Gambit
2025-10-17 13:39:02,Noirs,Victoire,Abandon,811,800,rapid,Kings Fianchetto Opening 1...d5 2.Bg2 Nf6,2025,10,Friday,13,11,Kings Fianchetto
2025-10-20 13:57:17,Noirs,Victoire,Abandon,819,782,rapid,Sicilian Defense Old Sicilian Variation 3.Bc4 e6 4.Nc3,2025,10,Monday,13,37,Sicilian Defense
2025-10-20 14:24:21,Blancs,Défaite,Abandon,811,834,rapid,Englund Gambit 2.dxe5 Nc6,2025,10,Monday,14,-23,Englund Gambit
2025-10-20 16:56:46,Blancs,Défaite,Échec et mat,803,818,rapid,Semi Slav Defense Anti Meran Gambit 5...h6 6.Bxf6 Qxf6 7.e3,2025,10,Monday,16,-15,Semi Slav
2025-10-20 17:03:04,Noirs,Victoire,Abandon,811,789,rapid,Sicilian Defense Smith Morra Gambit 2...cxd4 3.Qxd4 Nc6,2025,10,Monday,17,22,Sicilian Defense
2025-10-21 00:44:31,Blancs,Défaite,Abandon,515,539,blitz,Queens Gambit Accepted Central Variation,2025,10,Tuesday,0,-24,Queens Gambit
2025-10-21 00:49:35,Noirs,Victoire,Temps écoulé,523,481,blitz,Sicilian Defense Old Sicilian Variation 3.Bc4 e6 4.O O,2025,10,Tuesday,0,42,Sicilian Defense
2025-10-21 00:57:45,Blancs,Victoire,Temps écoulé,530,491,blitz,Queens Pawn Opening Horwitz Defense 2.c4 c5 3.d5,2025,10,Tuesday,0,39,Queens Pawn
2025-10-21 01:05:04,Noirs,Défaite,Échec et mat,522,551,blitz,Old Benoni Defense 2.dxc5,2025,10,Tuesday,1,-29,Old Benoni
2025-10-21 08:37:23,Noirs,Défaite,Échec et mat,514,525,blitz,Sicilian Defense 2.Nf3 d6 3.Nc3 e5,2025,10,Tuesday,8,-11,Sicilian Defense
2025-10-21 09:42:13,Blancs,Victoire,Partie abandonnée,522,518,blitz,Vienna Game Anderssen Defense 3.Nf3,2025,10,Tuesday,9,4,Vienna Game
2025-10-21 09:45:45,Blancs,Défaite,Abandon,514,550,blitz,Birds Opening,2025,10,Tuesday,9,-36,Birds Opening
2025-10-21 13:20:59,Noirs,Défaite,Abandon,803,800,rapid,Reti Opening 1...d5 2.e3,2025,10,Tuesday,13,3,Reti Opening
2025-10-21 13:31:08,Noirs,Défaite,Échec et mat,795,792,rapid,Magnus Sicilian 3...cxd4 4.Qxd4 Nc6,2025,10,Tuesday,13,3,Magnus Sicilian
2025-10-21 13:37:17,Blancs,Victoire,Abandon,803,792,rapid,Philidor Defense,2025,10,Tuesday,13,11,Philidor Defense
2025-10-21 13:47:45,Noirs,Défaite,Abandon,795,823,rapid,Sicilian Defense,2025,10,Tuesday,13,-28,Sicilian Defense
